Purchase_Year,Original_Price,Furniture_Type,Material,Quality,Color,Condition_Years,Target_Year,Predicted_Price
2016,"₹7,572",Chair,Teak Wood,High,Blue,9,2025,"₹2,933"
2019,"₹25,976",TV Unit,Wood,Low,Black,6,2025,"₹3,056"
2024,"₹17,316",Bookshelf,Steel,Medium,Beige,1,2025,"₹13,852"
2018,"₹39,792",Table,MDF,Low,White,7,2025,"₹3,277"
2023,"₹8,161",Wardrobe,MDF,Medium,Brown,2,2025,"₹5,223"
2016,"₹25,388",TV Unit,Wood,Medium,Red,9,2025,"₹3,407"
2016,"₹35,504",Chair,Teak Wood,High,Brown,9,2025,"₹13,754"
2021,"₹47,405",Table,Plywood,High,Cream,4,2025,"₹31,102"
2023,"₹30,603",Bookshelf,Teak Wood,Medium,White,2,2025,"₹19,585"
2016,"₹45,506",Cabinet,Wood,Low,Grey,9,2025,"₹1,836"
2015,"₹40,539",TV Unit,MDF,High,White,10,2025,"₹14,135"
2022,"₹47,325",TV Unit,MDF,Medium,Black,3,2025,"₹24,230"
2016,"₹15,839",Cabinet,Plastic,Low,Brown,9,2025,"₹1,000"
2021,"₹46,363",Chair,Plywood,Medium,White,4,2025,"₹18,990"
2019,"₹37,926",Chair,Plywood,Medium,Black,6,2025,"₹9,942"
2017,"₹43,755",Wardrobe,Teak Wood,Medium,Blue,8,2025,"₹7,340"
2021,"₹45,850",Wardrobe,Wood,Medium,Black,4,2025,"₹18,780"
2024,"₹15,960",Dresser,Engineered Wood,High,Black,1,2025,"₹14,364"
2020,"₹43,098",Wardrobe,Engineered Wood,High,Cream,5,2025,"₹25,448"
2023,"₹7,900",Table,Teak Wood,High,Teak,2,2025,"₹6,399"
2016,"₹48,638",Dining Table,Engineered Wood,Low,Cream,9,2025,"₹1,962"
2020,"₹27,303",Chair,Engineered Wood,Medium,Black,5,2025,"₹8,946"
2015,"₹28,243",Bookshelf,Wood,High,White,10,2025,"₹9,847"
2024,"₹5,129",Cabinet,Plywood,High,Teak,1,2025,"₹4,616"
2015,"₹40,799",Bed,Plywood,Medium,Cream,10,2025,"₹4,380"
2018,"₹46,704",Dresser,Wood,Low,Blue,7,2025,"₹3,846"
2018,"₹24,062",Dining Table,Plastic,Low,Teak,7,2025,"₹1,981"
2017,"₹44,247",Bed,MDF,High,Teak,8,2025,"₹19,046"
2023,"₹39,193",Dresser,MDF,Medium,Walnut,2,2025,"₹25,083"
2015,"₹21,253",Bookshelf,MDF,Low,Brown,10,2025,"₹1,000"
2023,"₹27,631",Cabinet,Plastic,Low,Beige,2,2025,"₹13,539"
2015,"₹10,813",Sofa,MDF,Low,Brown,10,2025,"₹1,000"
2021,"₹46,136",Cabinet,Engineered Wood,High,Black,4,2025,"₹30,269"
2023,"₹29,209",Bed,Teak Wood,High,White,2,2025,"₹23,659"
2016,"₹17,045",Cabinet,Plastic,Medium,Brown,9,2025,"₹2,287"
2020,"₹3,382",Sofa,Plastic,High,White,5,2025,"₹1,997"
2017,"₹41,658",Wardrobe,Teak Wood,High,Grey,8,2025,"₹17,932"
2019,"₹48,522",Wardrobe,Steel,High,White,6,2025,"₹25,786"
2024,"₹45,506",Dresser,Plastic,Medium,Beige,1,2025,"₹36,404"
2019,"₹29,876",Wardrobe,Wood,Medium,Cream,6,2025,"₹7,831"
2020,"₹14,395",Chair,Engineered Wood,Low,Walnut,5,2025,"₹2,419"
2019,"₹41,672",Dresser,Steel,Medium,Beige,6,2025,"₹10,924"
2021,"₹12,278",Bookshelf,Engineered Wood,Medium,Blue,4,2025,"₹5,029"
2021,"₹47,532",Bed,Plywood,Low,Grey,4,2025,"₹11,412"
2022,"₹38,229",Bookshelf,MDF,High,Cream,3,2025,"₹27,868"
2022,"₹16,100",Chair,Steel,Low,Blue,3,2025,"₹5,522"
2020,"₹18,854",Cabinet,Teak Wood,Low,Blue,5,2025,"₹3,168"
2021,"₹17,493",Cabinet,MDF,High,Cream,4,2025,"₹11,477"
2024,"₹44,169",Table,Plywood,Medium,Beige,1,2025,"₹35,335"
2016,"₹18,364",Bed,Steel,High,Teak,9,2025,"₹7,114"
2018,"₹6,593",Wardrobe,Plywood,Low,Black,7,2025,"₹1,000"
2023,"₹26,654",Cabinet,Engineered Wood,Low,Black,2,2025,"₹13,060"
2019,"₹49,114",Bed,Steel,Medium,Black,6,2025,"₹12,874"
2022,"₹23,623",Table,Plastic,Low,Brown,3,2025,"₹8,102"
2018,"₹20,347",Bed,Plastic,Low,Black,7,2025,"₹1,675"
2016,"₹20,610",Sofa,Engineered Wood,High,Cream,9,2025,"₹7,984"
2023,"₹47,717",Sofa,Steel,Medium,White,2,2025,"₹30,538"
2020,"₹20,941",Dining Table,Plastic,Low,Brown,5,2025,"₹3,519"
2018,"₹49,863",Sofa,Engineered Wood,Low,Teak,7,2025,"₹4,106"
2017,"₹9,554",Cabinet,Teak Wood,High,Brown,8,2025,"₹4,112"
2021,"₹34,352",Table,Steel,Low,Grey,4,2025,"₹8,247"
2022,"₹7,417",Dining Table,Engineered Wood,High,Blue,3,2025,"₹5,406"
2017,"₹23,699",Dresser,MDF,High,Grey,8,2025,"₹10,201"
2019,"₹20,725",Wardrobe,Engineered Wood,Medium,Beige,6,2025,"₹5,432"
2022,"₹15,950",Wardrobe,Wood,Medium,Brown,3,2025,"₹8,166"
2020,"₹17,166",Chair,Steel,Low,Red,5,2025,"₹2,885"
2016,"₹36,716",Wardrobe,Wood,High,Cream,9,2025,"₹14,224"
2020,"₹23,645",TV Unit,Plastic,High,Red,5,2025,"₹13,962"
2015,"₹4,417",Wardrobe,MDF,Medium,Beige,10,2025,"₹1,000"
2018,"₹29,908",Table,Plastic,High,White,7,2025,"₹14,304"
2015,"₹8,409",Sofa,Wood,Low,Red,10,2025,"₹1,000"
2023,"₹27,414",Chair,Plastic,High,Red,2,2025,"₹22,205"
2015,"₹8,254",TV Unit,Plywood,Medium,Walnut,10,2025,"₹1,000"
2015,"₹37,522",Wardrobe,Teak Wood,Medium,Cream,10,2025,"₹4,028"
2021,"₹3,627",Cabinet,Teak Wood,Medium,Black,4,2025,"₹1,485"
2015,"₹36,995",Wardrobe,Plywood,Low,Teak,10,2025,"₹1,045"
2022,"₹40,448",Dining Table,Wood,Low,Red,3,2025,"₹13,873"
2019,"₹19,487",Table,Wood,Medium,Teak,6,2025,"₹5,108"
2017,"₹7,223",Table,Wood,Medium,Walnut,8,2025,"₹1,211"
2020,"₹26,086",TV Unit,Plastic,Medium,White,5,2025,"₹8,547"
2023,"₹6,653",TV Unit,Engineered Wood,Low,White,2,2025,"₹3,259"
2016,"₹12,649",Cabinet,Teak Wood,Medium,Brown,9,2025,"₹1,697"
2024,"₹5,376",Dining Table,Engineered Wood,Medium,Blue,1,2025,"₹4,300"
2015,"₹39,955",Table,Engineered Wood,Low,Walnut,10,2025,"₹1,128"
2016,"₹24,073",Wardrobe,Plywood,Medium,Black,9,2025,"₹3,231"
2017,"₹21,301",TV Unit,Engineered Wood,Low,Teak,8,2025,"₹1,227"
2022,"₹23,440",Table,Plywood,Low,Black,3,2025,"₹8,039"
2019,"₹36,795",Chair,Engineered Wood,Low,White,6,2025,"₹4,328"
2019,"₹32,880",Bed,Engineered Wood,High,Brown,6,2025,"₹17,473"
2022,"₹18,134",Bookshelf,Plywood,High,Walnut,3,2025,"₹13,219"
2018,"₹3,349",Dining Table,Plastic,Low,Beige,7,2025,"₹1,000"
2016,"₹29,595",Bookshelf,Teak Wood,Low,White,9,2025,"₹1,194"
2020,"₹12,251",Wardrobe,MDF,Medium,Teak,5,2025,"₹4,014"
2023,"₹24,514",Chair,Plastic,Medium,Cream,2,2025,"₹15,688"
2017,"₹4,498",Table,Plastic,Low,Teak,8,2025,"₹1,000"
2019,"₹8,498",Cabinet,Plastic,High,Red,6,2025,"₹4,516"
2015,"₹49,556",Wardrobe,Engineered Wood,Low,Black,10,2025,"₹1,399"
2021,"₹43,141",Sofa,Plastic,Low,Red,4,2025,"₹10,358"
2021,"₹48,360",Wardrobe,Teak Wood,Low,Walnut,4,2025,"₹11,611"
2018,"₹30,460",Dining Table,Steel,Medium,Teak,7,2025,"₹6,387"
2022,"₹13,992",Sofa,MDF,High,Blue,3,2025,"₹10,200"
2021,"₹47,557",Table,Engineered Wood,High,Grey,4,2025,"₹31,202"
2018,"₹42,633",Table,MDF,Low,Black,7,2025,"₹3,511"
2016,"₹43,499",Cabinet,Teak Wood,Medium,Cream,9,2025,"₹5,838"
2024,"₹20,621",Bed,Steel,Medium,Blue,1,2025,"₹16,496"
2022,"₹8,243",Bookshelf,MDF,High,Walnut,3,2025,"₹6,009"
2015,"₹5,668",Chair,MDF,High,Beige,10,2025,"₹1,976"
2023,"₹31,213",Cabinet,Teak Wood,Low,Walnut,2,2025,"₹15,294"
2021,"₹47,905",Chair,Plastic,Low,Blue,4,2025,"₹11,501"
2015,"₹8,350",Cabinet,Plywood,High,Beige,10,2025,"₹2,911"
2016,"₹6,352",Sofa,Plastic,Medium,Red,9,2025,"₹1,000"
2019,"₹30,385",Bed,Teak Wood,Low,Brown,6,2025,"₹3,574"
2019,"₹25,616",Dining Table,Engineered Wood,High,Blue,6,2025,"₹13,613"
2018,"₹22,107",Table,Engineered Wood,Low,Cream,7,2025,"₹1,820"
2017,"₹24,182",Table,Steel,Low,Black,8,2025,"₹1,394"
2016,"₹7,742",Bed,Engineered Wood,Low,Blue,9,2025,"₹1,000"
2017,"₹44,114",Cabinet,Engineered Wood,High,Beige,8,2025,"₹18,989"
2019,"₹29,435",Sofa,Plywood,Low,Black,6,2025,"₹3,462"
2017,"₹9,332",Cabinet,Steel,Medium,White,8,2025,"₹1,565"
2019,"₹13,850",Dining Table,Plastic,High,Red,6,2025,"₹7,360"
2022,"₹19,838",Chair,Engineered Wood,High,Cream,3,2025,"₹14,461"
2016,"₹31,891",Wardrobe,Teak Wood,Medium,Cream,9,2025,"₹4,280"
2021,"₹14,092",Wardrobe,Plastic,Low,Teak,4,2025,"₹3,383"
2024,"₹17,723",Dresser,Plywood,Low,White,1,2025,"₹12,406"
2019,"₹27,428",Bookshelf,Engineered Wood,High,Walnut,6,2025,"₹14,576"
2015,"₹32,135",Dresser,Wood,High,Brown,10,2025,"₹11,204"
2021,"₹26,989",Chair,Steel,Low,Brown,4,2025,"₹6,480"
2022,"₹9,811",TV Unit,Plastic,Medium,Teak,3,2025,"₹5,023"
2015,"₹7,525",Dresser,MDF,Medium,Beige,10,2025,"₹1,000"
2021,"₹14,417",Bookshelf,Steel,High,Red,4,2025,"₹9,458"
2017,"₹16,383",Sofa,Teak Wood,High,Black,8,2025,"₹7,052"
2019,"₹48,351",Dining Table,Teak Wood,Medium,White,6,2025,"₹12,674"
2017,"₹30,320",Chair,Plastic,High,White,8,2025,"₹13,051"
2019,"₹15,392",Dresser,Wood,Medium,Brown,6,2025,"₹4,034"
2016,"₹39,240",Dresser,Steel,High,Teak,9,2025,"₹15,202"
2024,"₹34,857",TV Unit,Wood,Low,Black,1,2025,"₹24,399"
2022,"₹40,295",Table,Engineered Wood,High,Brown,3,2025,"₹29,375"
2022,"₹13,766",Dresser,Teak Wood,Low,White,3,2025,"₹4,721"
2017,"₹25,690",Table,Teak Wood,High,Red,8,2025,"₹11,058"
2015,"₹24,729",Dresser,Wood,High,Beige,10,2025,"₹8,622"
2024,"₹9,309",Cabinet,Steel,Medium,White,1,2025,"₹7,447"
2020,"₹40,010",TV Unit,Plywood,Medium,Blue,5,2025,"₹13,110"
2018,"₹44,187",Cabinet,MDF,High,Grey,7,2025,"₹21,134"
2017,"₹37,489",Bookshelf,MDF,Low,Red,8,2025,"₹2,161"
2022,"₹20,333",Bed,MDF,High,Black,3,2025,"₹14,822"
2020,"₹15,365",Bed,Steel,Medium,Beige,5,2025,"₹5,034"
2018,"₹11,951",Wardrobe,Plastic,Medium,Grey,7,2025,"₹2,506"
2016,"₹28,572",Dresser,Engineered Wood,Medium,Red,9,2025,"₹3,834"
2019,"₹45,369",TV Unit,Plywood,High,Beige,6,2025,"₹24,110"
2016,"₹47,672",TV Unit,Plastic,High,White,9,2025,"₹18,469"
2016,"₹28,004",TV Unit,Teak Wood,High,Walnut,9,2025,"₹10,849"
2021,"₹37,684",Table,MDF,High,Cream,4,2025,"₹24,724"
2015,"₹22,814",Wardrobe,Plywood,High,Black,10,2025,"₹7,954"
2017,"₹18,951",Bed,Teak Wood,Low,White,8,2025,"₹1,092"
2024,"₹42,884",Cabinet,Plastic,High,Red,1,2025,"₹38,595"
2020,"₹13,782",Dining Table,Wood,High,Beige,5,2025,"₹8,138"
2017,"₹3,048",Sofa,Steel,High,Red,8,2025,"₹1,312"
2018,"₹10,435",Cabinet,Wood,Medium,Grey,7,2025,"₹2,188"
2019,"₹47,433",Bed,Engineered Wood,High,Beige,6,2025,"₹25,207"
2019,"₹28,753",Sofa,Teak Wood,Medium,Black,6,2025,"₹7,537"
2021,"₹44,727",Bookshelf,Wood,High,Walnut,4,2025,"₹29,345"
2020,"₹12,537",Bed,Plywood,Medium,Grey,5,2025,"₹4,108"
2015,"₹28,139",Table,Wood,Low,Black,10,2025,"₹1,000"
2024,"₹36,987",Dresser,Steel,Medium,Blue,1,2025,"₹29,589"
2016,"₹15,723",Bed,MDF,Low,Grey,9,2025,"₹1,000"
2016,"₹39,974",Table,Plastic,Medium,Red,9,2025,"₹5,365"
2022,"₹35,990",Dining Table,Plastic,Low,Walnut,3,2025,"₹12,344"
2015,"₹29,537",Dresser,Plastic,High,Red,10,2025,"₹10,298"
2020,"₹42,267",Chair,Wood,High,Teak,5,2025,"₹24,958"
2017,"₹49,042",Wardrobe,Steel,Low,Cream,8,2025,"₹2,827"
2022,"₹46,701",Chair,Plywood,High,Black,3,2025,"₹34,045"
2020,"₹38,641",Table,Wood,Low,Brown,5,2025,"₹6,494"
2023,"₹4,494",Table,MDF,Medium,Walnut,2,2025,"₹2,876"
2023,"₹7,004",Table,Plastic,Low,Blue,2,2025,"₹3,431"
2019,"₹40,513",Dresser,Teak Wood,High,Cream,6,2025,"₹21,530"
2018,"₹49,594",Bed,Wood,Medium,Teak,7,2025,"₹10,400"
2018,"₹30,761",Cabinet,Steel,Medium,Teak,7,2025,"₹6,451"
2022,"₹13,658",Bookshelf,Teak Wood,High,Black,3,2025,"₹9,956"
2022,"₹33,070",Cabinet,Plastic,Low,Red,3,2025,"₹11,343"
2022,"₹41,936",Dresser,MDF,Low,Blue,3,2025,"₹14,384"
2022,"₹25,866",Dresser,Plywood,Low,Grey,3,2025,"₹8,872"
2022,"₹40,553",TV Unit,Teak Wood,Low,Beige,3,2025,"₹13,909"
2021,"₹5,089",Sofa,Engineered Wood,Low,Black,4,2025,"₹1,221"
2015,"₹41,131",Cabinet,Wood,Low,Grey,10,2025,"₹1,161"
2024,"₹4,935",Bookshelf,MDF,Medium,Walnut,1,2025,"₹3,948"
2020,"₹38,448",Table,Steel,Low,Teak,5,2025,"₹6,461"
2022,"₹24,381",Bed,Engineered Wood,Low,Brown,3,2025,"₹8,362"
2018,"₹11,530",Dining Table,Teak Wood,High,Beige,7,2025,"₹5,514"
2020,"₹44,675",Sofa,Teak Wood,Medium,Blue,5,2025,"₹14,639"
2018,"₹44,766",Wardrobe,MDF,Low,Walnut,7,2025,"₹3,686"
2021,"₹32,617",Sofa,MDF,High,Cream,4,2025,"₹21,400"
2021,"₹37,938",Bed,Steel,Low,Black,4,2025,"₹9,108"
2019,"₹41,619",Wardrobe,MDF,Medium,Red,6,2025,"₹10,910"
2015,"₹39,181",Table,Plastic,High,Grey,10,2025,"₹13,661"
2019,"₹12,889",Table,Plywood,Low,Grey,6,2025,"₹1,516"
2021,"₹14,474",Dresser,Teak Wood,High,Black,4,2025,"₹9,496"
2018,"₹32,588",Bookshelf,MDF,Low,Red,7,2025,"₹2,683"
2022,"₹42,159",Dresser,Plastic,Medium,Cream,3,2025,"₹21,585"
2016,"₹19,704",Table,Wood,High,Cream,9,2025,"₹7,633"
2024,"₹49,499",Wardrobe,Engineered Wood,Medium,Walnut,1,2025,"₹39,599"
2017,"₹26,097",Wardrobe,Plastic,Medium,Beige,8,2025,"₹4,378"
2021,"₹30,545",Bookshelf,Steel,Medium,Black,4,2025,"₹12,511"
2019,"₹15,401",Dresser,Steel,High,Walnut,6,2025,"₹8,184"
2017,"₹33,211",Wardrobe,Plastic,High,Red,8,2025,"₹14,296"
2018,"₹40,907",Sofa,Engineered Wood,Medium,Black,7,2025,"₹8,578"
2016,"₹11,241",Chair,MDF,Low,Cream,9,2025,"₹1,000"
2019,"₹42,686",Bookshelf,Teak Wood,Low,Brown,6,2025,"₹5,021"
2020,"₹7,001",Chair,Wood,Medium,Brown,5,2025,"₹2,294"
2015,"₹24,288",Bookshelf,Engineered Wood,Low,Beige,10,2025,"₹1,000"
2015,"₹7,742",Dining Table,Teak Wood,Medium,Black,10,2025,"₹1,000"
2022,"₹28,193",Bookshelf,Plastic,Low,Red,3,2025,"₹9,670"
2017,"₹19,215",Bed,Plywood,Medium,White,8,2025,"₹3,223"
2016,"₹10,366",Wardrobe,Plywood,Low,White,9,2025,"₹1,000"
2023,"₹14,118",Dresser,Engineered Wood,Medium,Beige,2,2025,"₹9,035"
2015,"₹13,998",Dresser,MDF,Medium,Cream,10,2025,"₹1,503"
2017,"₹11,186",Bed,Teak Wood,Low,Cream,8,2025,"₹1,000"
2020,"₹28,675",Dining Table,Steel,Medium,Brown,5,2025,"₹9,396"
2016,"₹18,027",Table,Plywood,High,Brown,9,2025,"₹6,984"
2021,"₹45,891",Bed,Plastic,Low,White,4,2025,"₹11,018"
2020,"₹29,831",Bookshelf,MDF,Medium,Black,5,2025,"₹9,775"
2019,"₹21,714",Sofa,Steel,High,Grey,6,2025,"₹11,539"
2024,"₹28,197",Bookshelf,Teak Wood,Medium,Black,1,2025,"₹22,557"
2015,"₹23,508",Cabinet,Steel,Low,Teak,10,2025,"₹1,000"
2017,"₹39,687",Cabinet,Wood,Medium,White,8,2025,"₹6,658"
2015,"₹9,239",Cabinet,Plywood,Low,White,10,2025,"₹1,000"
2021,"₹18,194",TV Unit,Teak Wood,High,White,4,2025,"₹11,937"
2018,"₹45,801",Dresser,Engineered Wood,High,Teak,7,2025,"₹21,906"
2019,"₹37,878",Bookshelf,MDF,Medium,Red,6,2025,"₹9,929"
2018,"₹44,271",Table,Plastic,Low,White,7,2025,"₹3,645"
2019,"₹20,736",Bookshelf,Engineered Wood,Medium,Walnut,6,2025,"₹5,435"
2023,"₹41,175",Dresser,Plywood,Low,Teak,2,2025,"₹20,175"
2015,"₹8,704",Bed,Wood,Low,Teak,10,2025,"₹1,000"
2018,"₹8,476",Dresser,Teak Wood,High,Cream,7,2025,"₹4,054"
2023,"₹12,551",Dining Table,Plastic,Low,Cream,2,2025,"₹6,149"
2015,"₹46,935",Bookshelf,Plastic,Low,Walnut,10,2025,"₹1,325"
2021,"₹27,090",TV Unit,Wood,Low,Cream,4,2025,"₹6,504"
2024,"₹18,511",Chair,Plywood,Low,Black,1,2025,"₹12,957"
2018,"₹44,205",Bookshelf,Plywood,High,Teak,7,2025,"₹21,143"
2021,"₹13,844",TV Unit,Wood,Low,Walnut,4,2025,"₹3,323"
2021,"₹8,939",Bed,Engineered Wood,Low,Red,4,2025,"₹2,146"
2016,"₹23,625",Dining Table,Plywood,Medium,Blue,9,2025,"₹3,170"
2020,"₹32,659",TV Unit,Engineered Wood,Medium,Teak,5,2025,"₹10,701"
2024,"₹11,711",Wardrobe,MDF,High,Cream,1,2025,"₹10,539"
2020,"₹38,164",TV Unit,Plastic,Medium,Grey,5,2025,"₹12,505"
2015,"₹8,662",Wardrobe,Steel,Low,Teak,10,2025,"₹1,000"
2017,"₹25,611",Dining Table,Plywood,High,Beige,8,2025,"₹11,024"
2022,"₹32,240",Dresser,MDF,Low,Cream,3,2025,"₹11,058"
2016,"₹41,577",Table,Wood,Low,Blue,9,2025,"₹1,677"
2016,"₹5,167",Chair,MDF,Medium,Brown,9,2025,"₹1,000"
2019,"₹34,990",Cabinet,Wood,Medium,Grey,6,2025,"₹9,172"
2021,"₹17,327",Bookshelf,Teak Wood,High,Brown,4,2025,"₹11,368"
2020,"₹17,010",Chair,MDF,High,Teak,5,2025,"₹10,044"
2023,"₹11,511",Cabinet,Teak Wood,Low,Black,2,2025,"₹5,640"
2017,"₹3,780",Sofa,Steel,Low,Cream,8,2025,"₹1,000"
2020,"₹27,465",Sofa,Plywood,High,Beige,5,2025,"₹16,217"
2017,"₹3,884",Cabinet,Engineered Wood,Medium,Cream,8,2025,"₹1,000"
2023,"₹34,102",Dresser,Wood,Low,Beige,2,2025,"₹16,709"
2022,"₹43,375",Cabinet,MDF,Medium,Teak,3,2025,"₹22,208"
2015,"₹35,957",Bookshelf,Plastic,Low,Blue,10,2025,"₹1,015"
2023,"₹5,202",Table,Teak Wood,Low,Grey,2,2025,"₹2,548"
2024,"₹49,491",Cabinet,Steel,Low,Cream,1,2025,"₹34,643"
2022,"₹28,978",Table,Plastic,High,Cream,3,2025,"₹21,124"
2015,"₹29,751",Cabinet,Steel,High,Walnut,10,2025,"₹10,373"
2015,"₹46,172",Table,Plastic,Medium,Black,10,2025,"₹4,957"
2019,"₹6,082",Wardrobe,Engineered Wood,Medium,Blue,6,2025,"₹1,594"
2023,"₹24,372",TV Unit,Steel,High,Red,2,2025,"₹19,741"
2015,"₹13,958",Bookshelf,Teak Wood,Medium,Beige,10,2025,"₹1,498"
2023,"₹13,984",Dining Table,Plastic,Medium,Cream,2,2025,"₹8,949"
2016,"₹41,429",Chair,Plastic,High,White,9,2025,"₹16,050"
2016,"₹8,281",Dining Table,Plywood,Medium,Red,9,2025,"₹1,111"
2022,"₹3,166",Dresser,MDF,Low,Teak,3,2025,"₹1,085"
2019,"₹43,354",Cabinet,Engineered Wood,High,Red,6,2025,"₹23,040"
2017,"₹5,479",Table,MDF,Medium,Grey,8,2025,"₹1,000"
2017,"₹5,675",Cabinet,Plywood,High,Cream,8,2025,"₹2,442"
2023,"₹22,838",Table,Plastic,Low,Walnut,2,2025,"₹11,190"
2015,"₹31,525",Cabinet,Steel,Medium,Cream,10,2025,"₹3,384"
2024,"₹18,672",Bed,Plastic,High,Teak,1,2025,"₹16,804"
2020,"₹34,244",Cabinet,Plywood,Medium,Grey,5,2025,"₹11,221"
2018,"₹49,829",Dining Table,Wood,High,Brown,7,2025,"₹23,833"
2020,"₹25,309",TV Unit,Plastic,Medium,Black,5,2025,"₹8,293"
2024,"₹13,061",Wardrobe,Teak Wood,Medium,Walnut,1,2025,"₹10,448"
2024,"₹24,658",Dresser,MDF,High,Grey,1,2025,"₹22,192"
2017,"₹31,785",Wardrobe,Plastic,Medium,Brown,8,2025,"₹5,332"
2023,"₹6,688",Table,Steel,High,Cream,2,2025,"₹5,417"
2024,"₹48,056",Bookshelf,Plywood,Medium,Red,1,2025,"₹38,444"
2024,"₹47,300",Cabinet,Plywood,Medium,Blue,1,2025,"₹37,840"
2017,"₹44,986",Cabinet,Wood,High,Brown,8,2025,"₹19,364"
2020,"₹29,195",Dining Table,Plastic,Low,Cream,5,2025,"₹4,906"
2017,"₹25,022",Bookshelf,Engineered Wood,Medium,Grey,8,2025,"₹4,197"
2017,"₹20,889",Table,Plastic,Medium,Walnut,8,2025,"₹3,504"
2020,"₹35,018",Dining Table,Wood,Medium,Teak,5,2025,"₹11,474"
2022,"₹21,148",Wardrobe,Wood,Low,Cream,3,2025,"₹7,253"
2017,"₹46,058",Cabinet,Plywood,Medium,Cream,8,2025,"₹7,727"
2019,"₹12,998",Chair,Plastic,High,Blue,6,2025,"₹6,907"
2017,"₹7,818",Cabinet,Wood,High,Grey,8,2025,"₹3,365"
2015,"₹18,849",Chair,Teak Wood,Low,Red,10,2025,"₹1,000"
2015,"₹42,180",Bed,Steel,Low,White,10,2025,"₹1,191"
2022,"₹7,474",Bed,Teak Wood,High,Blue,3,2025,"₹5,448"
2023,"₹9,323",Chair,Wood,Medium,Walnut,2,2025,"₹5,966"
2024,"₹33,927",Cabinet,Wood,High,Black,1,2025,"₹30,534"
2015,"₹4,421",Dresser,Engineered Wood,Low,Red,10,2025,"₹1,000"
2019,"₹11,172",Bed,Teak Wood,Low,Cream,6,2025,"₹1,314"
2020,"₹49,051",Dresser,Wood,Low,Red,5,2025,"₹8,244"
2020,"₹30,082",TV Unit,Teak Wood,Medium,Beige,5,2025,"₹9,857"
2015,"₹12,544",Cabinet,Engineered Wood,Low,Teak,10,2025,"₹1,000"
2015,"₹3,605",TV Unit,Engineered Wood,High,Walnut,10,2025,"₹1,256"
2017,"₹38,090",Chair,Wood,Low,White,8,2025,"₹2,195"
2023,"₹37,857",Cabinet,Steel,High,Walnut,2,2025,"₹30,664"
2016,"₹9,248",Wardrobe,MDF,Low,Blue,9,2025,"₹1,000"
2021,"₹13,202",Bed,Steel,Low,Walnut,4,2025,"₹3,169"
2018,"₹10,554",Dresser,Plastic,Medium,Walnut,7,2025,"₹2,213"
2018,"₹7,559",Wardrobe,Plywood,High,Grey,7,2025,"₹3,615"
2020,"₹38,493",Dresser,Plastic,Medium,White,5,2025,"₹12,613"
2017,"₹37,763",Dresser,Teak Wood,Medium,Beige,8,2025,"₹6,335"
2021,"₹6,358",Dresser,MDF,Medium,Walnut,4,2025,"₹2,604"
2023,"₹22,498",Cabinet,Plywood,High,Blue,2,2025,"₹18,223"
2016,"₹22,983",Table,Wood,Low,White,9,2025,"₹1,000"
2023,"₹9,141",Table,Teak Wood,High,White,2,2025,"₹7,404"
2022,"₹32,490",Chair,Teak Wood,Medium,Grey,3,2025,"₹16,634"
2021,"₹7,839",TV Unit,MDF,High,Walnut,4,2025,"₹5,143"
2023,"₹26,121",Chair,Plastic,Low,Beige,2,2025,"₹12,799"
2022,"₹40,377",Bookshelf,Wood,High,White,3,2025,"₹29,434"
2016,"₹38,716",TV Unit,Plastic,Low,Black,9,2025,"₹1,562"
2021,"₹45,139",TV Unit,Engineered Wood,Low,White,4,2025,"₹10,837"
2019,"₹7,066",Bookshelf,Steel,High,Blue,6,2025,"₹3,755"
2017,"₹25,043",Bed,Teak Wood,Low,Brown,8,2025,"₹1,443"
2017,"₹25,530",Dining Table,Wood,High,Red,8,2025,"₹10,989"
2020,"₹48,419",Dining Table,Teak Wood,Medium,Black,5,2025,"₹15,865"
2019,"₹35,386",Dresser,Plywood,Medium,Grey,6,2025,"₹9,276"
2017,"₹32,791",Dresser,Teak Wood,Medium,Blue,8,2025,"₹5,501"
2019,"₹46,609",Table,Plastic,High,Cream,6,2025,"₹24,769"
2022,"₹37,914",Dining Table,Plastic,High,Beige,3,2025,"₹27,639"
2018,"₹37,821",Bookshelf,Wood,Medium,Teak,7,2025,"₹7,931"
2018,"₹45,549",Chair,Wood,Low,White,7,2025,"₹3,751"
2022,"₹4,727",Dresser,Plastic,High,Red,3,2025,"₹3,445"
2018,"₹19,042",Dresser,Plastic,Medium,Blue,7,2025,"₹3,993"
2017,"₹14,153",Table,Wood,Medium,Grey,8,2025,"₹2,374"
2023,"₹7,422",Cabinet,Engineered Wood,High,Cream,2,2025,"₹6,011"
2022,"₹26,974",Bed,MDF,High,White,3,2025,"₹19,664"
2023,"₹27,630",Bookshelf,Plastic,High,Red,2,2025,"₹22,380"
2015,"₹23,360",Wardrobe,MDF,Low,Beige,10,2025,"₹1,000"
2024,"₹8,270",Dresser,Plastic,High,Cream,1,2025,"₹7,443"
2017,"₹33,963",Dining Table,MDF,High,Red,8,2025,"₹14,619"
2021,"₹19,600",Bookshelf,MDF,High,Blue,4,2025,"₹12,859"
2023,"₹13,234",Cabinet,Engineered Wood,Low,Red,2,2025,"₹6,484"
2020,"₹39,656",Cabinet,Teak Wood,Medium,Beige,5,2025,"₹12,994"
